Ticker,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
CM,2020-10-31,CAD,4588000000,4588000000,0,0,2425000000,1371000000,0,1442000000,0,2792000000,3800000000,1008000000,0,0,0,536000000,1418000000,402000000,0,1016000000,0,2425000000,2961000000,1015000000
CM,2020-07-31,CAD,4683000000,4683000000,0,0,2588000000,1512000000,0,1563000000,0,2729000000,3838000000,1109000000,0,0,0,249000000,1481000000,309000000,0,1172000000,0,2588000000,2837000000,1170000000
CM,2020-04-30,CAD,4554000000,4554000000,1940000000,1940000000,2410000000,1479000000,0,1551000000,0,2762000000,4702000000,1940000000,0,0,0,280000000,462000000,70000000,0,392000000,0,2410000000,2690000000,400000000
CM,2020-01-31,CAD,4837000000,4837000000,2421000000,2421000000,3943000000,1558000000,0,1635000000,0,2761000000,5182000000,2421000000,0,0,0,246000000,1529000000,317000000,0,1212000000,0,3943000000,4189000000,1205000000
CM,2019-10-31,CAD,4743000000,4734000000,-9000000,-9000000,4000000000,1436000000,0,1531000000,0,2801000000,5277000000,2476000000,0,0,0,312000000,1532000000,339000000,0,1193000000,0,4000000000,4312000000,1185000000
CM,2019-07-31,CAD,4695000000,4695000000,2577000000,2577000000,4342000000,1469000000,0,1562000000,0,2694000000,5271000000,2577000000,0,0,0,177000000,1771000000,373000000,0,1398000000,0,4342000000,4519000000,1392000000
CM,2019-04-30,CAD,4503000000,4503000000,2565000000,2565000000,4257000000,1421000000,0,1511000000,0,2460000000,5025000000,2565000000,0,0,0,178000000,1699000000,351000000,0,1348000000,0,4257000000,4435000000,1341000000
CM,2019-01-31,CAD,4535000000,4535000000,2528000000,2528000000,3991000000,1400000000,0,1481000000,0,2596000000,5124000000,2528000000,0,0,0,171000000,1467000000,285000000,0,1182000000,0,3991000000,4162000000,1178000000
CM,2018-10-31,CAD,4425000000,4425000000,-61000000,-61000000,3792000000,1353000000,0,1448000000,0,0,0,2197000000,0,0,0,162000000,1597000000,329000000,0,963892056.3,0,3792000000,3954000000,1266000000
CM,2018-07-31,CAD,4509000000,4509000000,1979000000,1979000000,3709000000,1437000000,0,1520000000,0,0,0,1979000000,0,0,0,167000000,1734000000,365000000,0,1052510187,0,3709000000,3876000000,1365000000
CM,2018-04-30,CAD,4344000000,4344000000,1753000000,1753000000,3394000000,1414000000,0,1491000000,0,0,0,1753000000,0,0,0,162000000,1647000000,328000000,0,1027258567,0,3394000000,3556000000,1313000000
CM,2018-01-31,CAD,4411000000,4411000000,1511000000,1511000000,3234000000,1461000000,0,1533000000,0,0,0,1511000000,0,0,0,166000000,1728000000,400000000,0,1078359724,0,3234000000,3400000000,1323000000
CM,2017-10-31,CAD,4243000000,4243000000,1361000000,1361000000,2826000000,1316000000,0,1405000000,0,0,0,1361000000,0,0,0,152000000,1470000000,306000000,0,1978891821,0,2826000000,2978000000,1159000000
